airplane,air,1,"airplane,air",2,"air,fly,airplane"
airplane,airport,1,"airplane,airport",2,"airport,trip,airplane"
airplane,attendant,-1,NOT FOUND,,
airplane,cloud,2,"airplane,air,cloud",4,"cloud,soft,pretty,model,airplane"
airplane,flight,1,"airplane,flight",1,"flight,airplane"
airplane,food,3,"airplane,air,supply,food",3,"food,fruit,fly,airplane"
airplane,journey,2,"airplane,travel,journey",2,"journey,trip,airplane"
airplane,luggage,3,"airplane,trip,baggage,luggage",2,"luggage,trip,airplane"
airplane,meal,4,"airplane,air,supply,food,meal",3,"meal,ticket,trip,airplane"
airplane,passenger,3,"airplane,pilot,driver,passenger",2,"passenger,flight,airplane"
airplane,pilot,1,"airplane,pilot",2,"pilot,fly,airplane"
airplane,runway,-1,NOT FOUND,,
airplane,seat,3,"airplane,helicopter,pad,seat",3,"seat,car,transportation,airplane"
airplane,sky,1,"airplane,sky",3,"sky,plane,fly,airplane"
airplane,stewardess,2,"airplane,pilot,stewardess",1,"stewardess,airplane"
airplane,suitcase,3,"airplane,trip,baggage,suitcase",2,"suitcase,trip,airplane"
airplane,travel,1,"airplane,travel",2,"travel,fly,airplane"
airplane,trip,1,"airplane,trip",1,"trip,airplane"
airplane,wings,1,"airplane,wings",2,"wings,fly,airplane"
apple,autumn,4,"apple,peach,pit,fall,autumn",3,"autumn,brown,green,apple"
apple,banana,1,"apple,banana",1,"banana,apple"
apple,core,1,"apple,core",1,"core,apple"
apple,fruit,1,"apple,fruit",1,"fruit,apple"
apple,green,1,"apple,green",1,"green,apple"
apple,juice,2,"apple,orange,juice",1,"juice,apple"
apple,leaf,2,"apple,tree,leaf",2,"leaf,green,apple"
apple,orange,1,"apple,orange",1,"orange,apple"
apple,orchard,-1,NOT FOUND,,
apple,pie,1,"apple,pie",1,"pie,apple"
apple,red,1,"apple,red",2,"red,orange,apple"
apple,seed,1,"apple,seed",1,"seed,apple"
apple,teacher,4,"apple,food,lunch,school,teacher",1,"teacher,apple"
apple,tree,1,"apple,tree",2,"tree,green,apple"
apple,worm,1,"apple,worm",1,"worm,apple"
ax,chop,1,"ax,chop",1,"chop,ax"
ax,cut,1,"ax,cut",3,"cut,wood,chop,ax"
ax,deodarant,-1,NOT FOUND,,
ax,fire,2,"ax,wood,fire",4,"fire,water,ice,pick,ax"
ax,handle,1,"ax,handle",3,"handle,lift,pick,ax"
ax,log,2,"ax,wood,log",3,"log,wood,chop,ax"
ax,lumberjack,-1,NOT FOUND,,
ax,metal,2,"ax,wood,metal",3,"metal,wood,chop,ax"
ax,murderer,4,"ax,cut,pain,killer,murderer",1,"murderer,ax"
ax,spray,3,"ax,kill,roach,spray",4,"spray,water,ice,pick,ax"
ax,steel,3,"ax,saw,mill,steel",4,"steel,hard,wood,chop,ax"
ax,tree,1,"ax,tree",4,"tree,fort,wood,chop,ax"
ax,wood,1,"ax,wood",2,"wood,chop,ax"
baby,blanket,4,"baby,mother,love,warmth,blanket",3,"blanket,bed,soft,baby"
baby,bottle,1,"baby,bottle",1,"bottle,baby"
baby,cradle,2,"baby,cuddle,cradle",1,"cradle,baby"
baby,crib,1,"baby,crib",1,"crib,baby"
baby,cry,1,"baby,cry",1,"cry,baby"
baby,cute,1,"baby,cute",1,"cute,baby"
baby,diaper,1,"baby,diaper",1,"diaper,baby"
baby,milk,3,"baby,rattle,shake,milk",1,"milk,baby"
baby,mother,1,"baby,mother",2,"mother,daughter,baby"
baby,pacify,-1,NOT FOUND,,
baby,small,1,"baby,small",4,"small,little,girl,innocence,baby"
baby,sooth,-1,NOT FOUND,,
baby,towel,3,"baby,diaper,cloth,towel",2,"towel,wipe,baby"
baby,toy,2,"baby,rattle,toy",1,"toy,baby"
bag,book,2,"bag,carry,book",2,"book,paper,bag"
bag,computer,3,"bag,food,apple,computer",2,"computer,chips,bag"
bag,food,1,"bag,food",2,"food,lunch,bag"
bag,groceries,1,"bag,groceries",1,"groceries,bag"
bag,hand,3,"bag,container,holder,hand",3,"hand,hold,carry,bag"
bag,handle,3,"bag,container,holder,handle",1,"handle,bag"
bag,laptop,-1,NOT FOUND,,
bag,paper,1,"bag,paper",1,"paper,bag"
bag,plastic,2,"bag,container,plastic",1,"plastic,bag"
bag,school,2,"bag,lunch,school",3,"school,book,paper,bag"
bag,shopping,1,"bag,shopping",1,"shopping,bag"
bag,wallet,2,"bag,purse,wallet",2,"wallet,briefcase,bag"
bag,woman,2,"bag,pocketbook,woman",4,"woman,love,happy,glad,bag"
bag,zipper,4,"bag,shopping,clothes,pants,zipper",3,"zipper,fly,paper,bag"
baker,apron,-1,NOT FOUND,,
baker,bakery,-1,NOT FOUND,,
baker,bread,1,"baker,bread",6,"bread,food,health,body,builder,maker,baker"
baker,cake,1,"baker,cake",4,"cake,mix,match,maker,baker"
baker,cookie,2,"baker,cake,cookie",5,"cookie,cake,mix,match,maker,baker"
baker,cupcake,-1,NOT FOUND,,
baker,dough,1,"baker,dough",5,"dough,cake,mix,match,maker,baker"
baker,flour,2,"baker,dough,flour",5,"flour,cook,burn,match,maker,baker"
baker,hat,2,"baker,chef,hat",4,"hat,box,match,maker,baker"
baker,muffin,3,"baker,dough,biscuit,muffin",5,"muffin,toast,burn,match,maker,baker"
baker,oven,1,"baker,oven",5,"oven,heat,fire,match,maker,baker"
baker,pastry,1,"baker,pastry",5,"pastry,cake,mix,match,maker,baker"
baker,pie,1,"baker,pie",5,"pie,cake,mix,match,maker,baker"
ball,baseball,1,"ball,baseball",1,"baseball,ball"
ball,basket,3,"ball,basketball,hoop,basket",1,"basket,ball"
ball,basketball,1,"ball,basketball",1,"basketball,ball"
ball,beach,3,"ball,basketball,fun,beach",1,"beach,ball"
ball,bounce,1,"ball,bounce",1,"bounce,ball"
ball,dog,2,"ball,boy,dog",4,"dog,house,brick,throw,ball"
ball,game,1,"ball,game",2,"game,tennis,ball"
ball,hoop,2,"ball,basketball,hoop",2,"hoop,round,ball"
ball,net,2,"ball,basketball,net",1,"net,ball"
ball,park,1,"ball,park",2,"park,play,ball"
ball,soccer,1,"ball,soccer",1,"soccer,ball"
ball,sport,1,"ball,sport",2,"sport,tennis,ball"
bank,atm,-1,NOT FOUND,,
bank,bank,0,bank,0,bank
bank,burglar,2,"bank,robber,burglar",2,"burglar,robber,bank"
bank,card,3,"bank,account,charge,card",3,"card,paper,chase,bank"
bank,cash,2,"bank,robber,cash",2,"cash,money,bank"
bank,cashier,4,"bank,money,bill,receipt,cashier",2,"cashier,money,bank"
bank,cheque,-1,NOT FOUND,,
bank,clerk,4,"bank,money,work,office,clerk",1,"clerk,bank"
bank,client,-1,NOT FOUND,,
bank,credit,2,"bank,loan,credit",2,"credit,union,bank"
bank,currency,-1,NOT FOUND,,
bank,customer,5,"bank,robber,police,uniform,service,customer",2,"customer,money,bank"
bank,guard,3,"bank,vault,safe,guard",1,"guard,bank"
bank,investment,-1,NOT FOUND,,
bank,loan,1,"bank,loan",1,"loan,bank"
bank,money,1,"bank,money",1,"money,bank"
bank,register,5,"bank,account,checkbook,empty,void,register",2,"register,money,bank"
bank,robber,1,"bank,robber",1,"robber,bank"
bank,safe,2,"bank,vault,safe",1,"safe,bank"
bank,security,4,"bank,robber,cop,protection,security",2,"security,safe,bank"
bank,teller,1,"bank,teller",1,"teller,bank"
bank,vault,1,"bank,vault",1,"vault,bank"
bank,visa,-1,NOT FOUND,,
barn,animals,4,"barn,animal,instinct,nature,animals",2,"animals,farm,barn"
barn,chicken,1,"barn,chicken",3,"chicken,rooster,farm,barn"
barn,cow,1,"barn,cow",2,"cow,farm,barn"
barn,farm,1,"barn,farm",1,"farm,barn"
barn,farmer,3,"barn,hay,pitchfork,farmer",1,"farmer,barn"
barn,hay,1,"barn,hay",1,"hay,barn"
barn,horse,1,"barn,horse",3,"horse,animal,farm,barn"
barn,pig,2,"barn,animal,pig",2,"pig,farm,barn"
barn,red,1,"barn,red",4,"red,cross,country,farm,barn"
barn,straw,2,"barn,hay,straw",1,"straw,barn"
barn,tractor,2,"barn,farm,tractor",2,"tractor,farm,barn"
barn,wood,2,"barn,loft,wood",4,"wood,work,labor,birth,barn"
beach,ball,1,"beach,ball",3,"ball,basketball,fun,beach"
beach,beachball,-1,NOT FOUND,,
beach,bikini,-1,NOT FOUND,,
beach,ocean,1,"beach,ocean",1,"ocean,beach"
beach,sand,1,"beach,sand",1,"sand,beach"
beach,sea,2,"beach,shore,sea",1,"sea,beach"
beach,summer,1,"beach,summer",1,"summer,beach"
beach,sun,1,"beach,sun",1,"sun,beach"
beach,sunshine,3,"beach,coast,california,sunshine",1,"sunshine,beach"
beach,swim,1,"beach,swim",2,"swim,ocean,beach"
beach,swimsuit,-1,NOT FOUND,,
beach,towel,1,"beach,towel",1,"towel,beach"
beach,volleyball,4,"beach,ball,basketball,net,volleyball",1,"volleyball,beach"
beach,water,1,"beach,water",2,"water,sea,beach"
beak,bird,-1,NOT FOUND,,
beak,duck,-1,NOT FOUND,,
beak,eat,-1,NOT FOUND,,
beak,food,-1,NOT FOUND,,
beak,nest,-1,NOT FOUND,,
beak,peck,-1,NOT FOUND,,
beak,seed,-1,NOT FOUND,,
beak,sharp,-1,NOT FOUND,,
beak,worm,-1,NOT FOUND,,
bear,berry,5,"bear,claw,nail,screw,nuts,berry",4,"berry,cherry,pit,trap,bear"
bear,big,1,"bear,big",3,"big,dog,animal,bear"
bear,brown,1,"bear,brown",3,"brown,dog,animal,bear"
bear,camping,3,"bear,forest,wilderness,camping",2,"camping,wilderness,bear"
bear,cave,1,"bear,cave",1,"cave,bear"
bear,claw,1,"bear,claw",1,"claw,bear"
bear,cub,1,"bear,cub",1,"cub,bear"
bear,den,-1,NOT FOUND,,
bear,fear,3,"bear,tiger,danger,fear",3,"fear,monster,animal,bear"
bear,fish,2,"bear,mammal,fish",4,"fish,scales,reptile,animal,bear"
bear,forest,1,"bear,forest",2,"forest,wilderness,bear"
bear,fur,1,"bear,fur",2,"fur,animal,bear"
bear,honey,1,"bear,honey",1,"honey,bear"
bear,salmon,6,"bear,mountain,peak,sex,reproduce,spawn,salmon",3,"salmon,spawn,animal,bear"
bear,teeth,3,"bear,brown,hair,teeth",3,"teeth,cavity,cave,bear"
bear,tree,1,"bear,tree",3,"tree,fort,cave,bear"
bed,bedroom,2,"bed,room,bedroom",1,"bedroom,bed"
bed,blanket,2,"bed,sheets,blanket",1,"blanket,bed"
bed,comforter,-1,NOT FOUND,,
bed,duvet,-1,NOT FOUND,,
bed,house,2,"bed,room,house",3,"house,home,sick,bed"
bed,mattress,1,"bed,mattress",1,"mattress,bed"
bed,night,2,"bed,sleep,night",3,"night,darkness,sleep,bed"
bed,pillow,1,"bed,pillow",1,"pillow,bed"
bed,rest,2,"bed,sleep,rest",1,"rest,bed"
bed,sheets,1,"bed,sheets",1,"sheets,bed"
bed,sleep,1,"bed,sleep",1,"sleep,bed"
bee,bear,2,"bee,honey,bear",2,"bear,honey,bee"
bee,black,3,"bee,honey,bear,black",5,"black,night,time,schedule,busy,bee"
bee,comb,2,"bee,honey,comb",4,"comb,hair,wash,wax,bee"
bee,flower,3,"bee,honey,pot,flower",3,"flower,beauty,queen,bee"
bee,hive,1,"bee,hive",1,"hive,bee"
bee,honey,1,"bee,honey",1,"honey,bee"
bee,nest,2,"bee,hive,nest",4,"nest,bed,bug,insect,bee"
bee,pollen,-1,NOT FOUND,,
bee,queen,5,"bee,honey,pot,flower,beauty,queen",1,"queen,bee"
bee,sting,1,"bee,sting",1,"sting,bee"
bee,stinger,-1,NOT FOUND,,
bee,stripes,6,"bee,honey,bear,lion,leo,stars,stripes",4,"stripes,prison,prisoner,killer,bee"
bee,yellow,4,"bee,hive,nest,egg,yellow",4,"yellow,rose,beauty,queen,bee"
beer,alcohol,1,"beer,alcohol",1,"alcohol,beer"
beer,bar,2,"beer,drunk,bar",1,"bar,beer"
beer,belly,1,"beer,belly",1,"belly,beer"
beer,bottle,2,"beer,can,bottle",1,"bottle,beer"
beer,chips,4,"beer,foam,mousse,computer,chips",3,"chips,food,drink,beer"
beer,cup,2,"beer,can,cup",2,"cup,drink,beer"
beer,drink,1,"beer,drink",1,"drink,beer"
beer,drunk,1,"beer,drunk",1,"drunk,beer"
beer,foam,1,"beer,foam",1,"foam,beer"
beer,glass,1,"beer,glass",2,"glass,bottle,beer"
beer,keg,5,"beer,foam,bath,room,empty,keg",1,"keg,beer"
beer,liquor,2,"beer,drink,liquor",1,"liquor,beer"
beer,mug,1,"beer,mug",1,"mug,beer"
beer,party,1,"beer,party",1,"party,beer"
beer,person,3,"beer,party,people,person",3,"person,animal,party,beer"
beer,pub,3,"beer,drunk,bar,pub",1,"pub,beer"
beer,wine,1,"beer,wine",1,"wine,beer"
bird,air,3,"bird,flight,airplane,air",2,"air,fly,bird"
bird,beak,-1,NOT FOUND,,
bird,cage,1,"bird,cage",1,"cage,bird"
bird,cat,1,"bird,cat",3,"cat,dog,animal,bird"
bird,chirp,4,"bird,tree,nature,birds,chirp",1,"chirp,bird"
bird,egg,2,"bird,nest,egg",2,"egg,hen,bird"
bird,feather,1,"bird,feather",1,"feather,bird"
bird,fly,1,"bird,fly",1,"fly,bird"
bird,nest,1,"bird,nest",1,"nest,bird"
bird,seed,3,"bird,tree,flower,seed",1,"seed,bird"
bird,sing,1,"bird,sing",2,"sing,hum,bird"
bird,sky,2,"bird,blue,sky",3,"sky,plane,fly,bird"
bird,tree,1,"bird,tree",3,"tree,flower,seed,bird"
bird,wings,1,"bird,wings",1,"wings,bird"
bird,worm,4,"bird,bath,soap,slimy,worm",1,"worm,bird"
boat,anchor,4,"boat,ship,ahoy,sailor,anchor",1,"anchor,boat"
boat,captain,3,"boat,ship,ahoy,captain",1,"captain,boat"
boat,dock,5,"boat,fish,oyster,pearl,harbor,dock",1,"dock,boat"
boat,engine,2,"boat,motor,engine",2,"engine,motor,boat"
boat,fish,1,"boat,fish",2,"fish,shrimp,boat"
boat,lake,2,"boat,fishing,lake",2,"lake,river,boat"
boat,motor,1,"boat,motor",1,"motor,boat"
boat,ocean,1,"boat,ocean",2,"ocean,sea,boat"
boat,paddle,2,"boat,canoe,paddle",1,"paddle,boat"
boat,river,2,"boat,canoe,river",1,"river,boat"
boat,sail,1,"boat,sail",1,"sail,boat"
boat,sea,2,"boat,sailing,sea",1,"sea,boat"
boat,summer,3,"boat,trip,fall,summer",3,"summer,swim,paddle,boat"
boat,tube,3,"boat,float,raft,tube",2,"tube,river,boat"
boat,water,1,"boat,water",2,"water,sea,boat"
bone,body,1,"bone,body",2,"body,skin,bone"
bone,broken,2,"bone,leg,broken",1,"broken,bone"
bone,cast,5,"bone,hard,solid,bold,type,cast",1,"cast,bone"
bone,dinosaur,3,"bone,skull,fossil,dinosaur",2,"dinosaur,teeth,bone"
bone,dog,1,"bone,dog",4,"dog,house,building,stone,bone"
bone,marrow,1,"bone,marrow",1,"marrow,bone"
bone,milk,3,"bone,steak,cow,milk",2,"milk,calcium,bone"
bone,muscle,1,"bone,muscle",1,"muscle,bone"
bone,skeleton,1,"bone,skeleton",1,"skeleton,bone"
bone,strong,2,"bone,muscle,strong",2,"strong,muscle,bone"
book,author,4,"book,bible,god,creator,author",1,"author,book"
book,bookmark,-1,NOT FOUND,,
book,bookshelf,-1,NOT FOUND,,
book,bookstore,-1,NOT FOUND,,
book,cover,3,"book,store,clothes,cover",1,"cover,book"
book,glasses,3,"book,read,eyes,glasses",2,"glasses,read,book"
book,knowledge,1,"book,knowledge",1,"knowledge,book"
book,library,2,"book,study,library",1,"library,book"
book,page,1,"book,page",1,"page,book"
book,paper,1,"book,paper",1,"paper,book"
book,reading,5,"book,read,word,english,writing,reading",1,"reading,book"
book,school,1,"book,school",1,"school,book"
book,words,3,"book,magazine,newspaper,words",1,"words,book"
book,writer,4,"book,marker,draw,artist,writer",1,"writer,book"
boy,car,4,"boy,friend,confident,control,car",3,"car,travel,country,boy"
boy,father,3,"boy,child,mother,father",2,"father,son,boy"
boy,friend,1,"boy,friend",1,"friend,boy"
boy,games,5,"boy,friend,trust,honesty,fair,games",3,"games,toys,baby,boy"
boy,girl,1,"boy,girl",1,"girl,boy"
boy,male,2,"boy,george,male",1,"male,boy"
boy,penis,-1,NOT FOUND,,
boy,school,4,"boy,friend,buddy,system,school",2,"school,child,boy"
boy,sports,4,"boy,friend,enemy,opponent,sports",3,"sports,activity,active,boy"
boy,toys,5,"boy,friend,neighbor,neighborhood,children,toys",2,"toys,baby,boy"
builder,bob,-1,NOT FOUND,,
builder,brick,2,"builder,house,brick",3,"brick,building,construction,builder"
builder,concrete,2,"builder,building,concrete",3,"concrete,cement,construction,builder"
builder,construction,1,"builder,construction",1,"construction,builder"
builder,equipment,-1,NOT FOUND,,
builder,hammer,2,"builder,carpenter,hammer",3,"hammer,head,body,builder"
builder,hardhat,-1,NOT FOUND,,
builder,helmet,5,"builder,house,boat,motor,motorcycle,helmet",3,"helmet,head,body,builder"
builder,house,1,"builder,house",3,"house,building,construction,builder"
builder,job,2,"builder,carpenter,job",4,"job,work,labor,construction,builder"
builder,machine,3,"builder,contractor,engineer,machine",3,"machine,factory,manufacturer,builder"
builder,nails,2,"builder,carpenter,nails",4,"nails,hammer,head,body,builder"
builder,tools,3,"builder,carpenter,plumber,tools",3,"tools,chest,body,builder"
builder,wood,2,"builder,blocks,wood",3,"wood,build,architect,builder"
builder,work,1,"builder,work",3,"work,labor,construction,builder"
cage,animal,1,"cage,animal",1,"animal,cage"
cage,bar,1,"cage,bar",4,"bar,beer,party,animal,cage"
cage,bird,1,"cage,bird",1,"bird,cage"
cage,criminal,2,"cage,prison,criminal",2,"criminal,prisoner,cage"
cage,dog,2,"cage,animal,dog",2,"dog,animal,cage"
cage,jail,1,"cage,jail",2,"jail,prisoner,cage"
cage,key,2,"cage,lock,key",3,"key,chain,fence,cage"
cage,lion,1,"cage,lion",2,"lion,animal,cage"
cage,lock,1,"cage,lock",3,"lock,chain,fence,cage"
cage,metal,1,"cage,metal",4,"metal,music,song,bird,cage"
cage,prison,1,"cage,prison",2,"prison,prisoner,cage"
cage,prisoner,2,"cage,prison,prisoner",1,"prisoner,cage"
cage,zoo,1,"cage,zoo",1,"zoo,cage"
cake,baker,4,"cake,mix,match,maker,baker",1,"baker,cake"
cake,bakery,-1,NOT FOUND,,
cake,birthday,1,"cake,birthday",1,"birthday,cake"
cake,candle,2,"cake,birthday,candle",4,"candle,burn,cut,slice,cake"
cake,chocolate,1,"cake,chocolate",1,"chocolate,cake"
cake,cream,1,"cake,cream",2,"cream,strawberry,cake"
cake,flour,3,"cake,icing,sugar,flour",1,"flour,cake"
cake,fork,4,"cake,mix,stir,spoon,fork",3,"fork,food,fruit,cake"
cake,frosting,1,"cake,frosting",1,"frosting,cake"
cake,gift,2,"cake,birthday,gift",2,"gift,party,cake"
cake,icing,1,"cake,icing",1,"icing,cake"
cake,oven,2,"cake,bake,oven",2,"oven,bake,cake"
cake,party,1,"cake,party",1,"party,cake"
cake,plate,4,"cake,birthday,suit,armor,plate",3,"plate,food,fruit,cake"
cake,platter,-1,NOT FOUND,,
cake,present,3,"cake,party,now,present",2,"present,birthday,cake"
cake,stove,3,"cake,bake,oven,stove",3,"stove,cook,bake,cake"
cake,sugar,2,"cake,icing,sugar",2,"sugar,cookie,cake"
cake,vanilla,2,"cake,ice cream,vanilla",2,"vanilla,strawberry,cake"
camel,arab,-1,NOT FOUND,,
camel,cactus,2,"camel,desert,cactus",5,"cactus,prickly,smooth,bump,lump,camel"
camel,desert,1,"camel,desert",6,"desert,dry,idea,brain,tumor,lump,camel"
camel,egypt,1,"camel,egypt",6,"egypt,temple,forehead,brain,tumor,lump,camel"
camel,hump,-1,NOT FOUND,,
camel,sand,2,"camel,desert,sand",6,"sand,beach,bum,hobo,vagrant,nomad,camel"
camel,spit,3,"camel,cigarette,tobacco,spit",5,"spit,tobacco,cancer,tumor,lump,camel"
camel,water,1,"camel,water",6,"water,drink,fast,speed,bump,lump,camel"
candle,birthday,4,"candle,stick,tape,present,birthday",1,"birthday,candle"
candle,cake,4,"candle,burn,cut,slice,cake",2,"cake,birthday,candle"
candle,candleholder,-1,NOT FOUND,,
candle,fire,1,"candle,fire",2,"fire,flame,candle"
candle,flame,1,"candle,flame",1,"flame,candle"
candle,heat,2,"candle,burn,heat",3,"heat,fire,flame,candle"
candle,light,1,"candle,light",3,"light,shine,glow,candle"
candle,lighter,2,"candle,lit,lighter",2,"lighter,flame,candle"
candle,match,2,"candle,burn,match",2,"match,flame,candle"
candle,night,3,"candle,light,dark,night",4,"night,train,whistle,blow,candle"
candle,scent,4,"candle,fire,smoke,smell,scent",3,"scent,nose,blow,candle"
candle,table,3,"candle,light,lamp,table",4,"table,tennis,match,flame,candle"
candle,wax,1,"candle,wax",1,"wax,candle"
candle,wick,1,"candle,wick",1,"wick,candle"
candy,cavity,3,"candy,gum,teeth,cavity",3,"cavity,tooth,gums,candy"
candy,child,1,"candy,child",3,"child,care,sweet,candy"
candy,halloween,4,"candy,good,evil,witch,halloween",1,"halloween,candy"
candy,mouth,2,"candy,gum,mouth",3,"mouth,spit,gum,candy"
candy,sour,2,"candy,sweet,sour",1,"sour,candy"
candy,store,1,"candy,store",4,"store,clothes,shopping,spree,candy"
candy,sugar,1,"candy,sugar",1,"sugar,candy"
candy,sweet,1,"candy,sweet",1,"sweet,candy"
candy,wrapper,-1,NOT FOUND,,
car,accident,3,"car,drive,wreck,accident",1,"accident,car"
car,collision,-1,NOT FOUND,,
car,crash,2,"car,plane,crash",1,"crash,car"
car,driver,2,"car,truck,driver",1,"driver,car"
car,drive,1,"car,drive",1,"drive,car"
car,engine,1,"car,engine",1,"engine,car"
car,fuel,2,"car,gas,fuel",1,"fuel,car"
car,garage,4,"car,road,tar,driveway,garage",1,"garage,car"
car,gas,1,"car,gas",1,"gas,car"
car,highway,2,"car,travel,highway",1,"highway,car"
car,key,4,"car,drive,through,door,key",1,"key,car"
car,radio,3,"car,train,station,radio",2,"radio,stereo,car"
car,road,1,"car,road",1,"road,car"
car,seat,3,"car,wheel,chair,seat",1,"seat,car"
car,speed,1,"car,speed",1,"speed,car"
car,steer,2,"car,drive,steer",1,"steer,car"
car,street,1,"car,street",1,"street,car"
car,tire,1,"car,tire",1,"tire,car"
car,wheel,1,"car,wheel",1,"wheel,car"
castle,brick,2,"castle,house,brick",3,"brick,building,empire,castle"
castle,bridge,2,"castle,moat,bridge",3,"bridge,london,tower,castle"
castle,crown,2,"castle,princess,crown",2,"crown,throne,castle"
castle,dragon,2,"castle,moat,dragon",1,"dragon,castle"
